1.178387	1.940410	Lundi
2.396053	3.087373	Agente
3.173788	3.959379	Eclaira
4.202912	4.658555	va
4.721402	4.894232	a
4.941368	5.530561	l'ecole
5.899789	6.111899	 pour
6.198314	6.677524	aider
6.677524	6.866066	les
6.921057	7.376700	eleves
7.541674	7.698793	a
7.800919	8.413680	parler
8.720061	9.356390	francais
